window,lhz,lead,zone_code,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline
default,crop_farming,0,ET0105,9,1.737668514251709,2.045658128413623,-2.7989399433135986,0.3323628604412079,0.5742461528856802,0.7006409168243408
default,crop_farming,0,ET0106,9,2.489656448364258,2.7675866535408025,-4.258146286010742,0.737506091594696,1.1035133024208135,0.164040207862854
default,crop_farming,0,ET0107,9,1.2882994413375854,1.4713022498589687,-2.168488025665283,0.5964927673339844,0.9446502446517502,-0.30614185333251953
default,crop_farming,0,ET0301,9,0.7387187480926514,0.8982763726418367,-1.651597023010254,0.6443601250648499,0.7654896830655269,-0.9256007671356201
default,crop_farming,0,ET0302,9,0.5468359589576721,0.6094396996996814,-4.374913692474365,0.17566841840744019,0.24400095186770926,0.13842511177062988
default,crop_farming,0,ET0303,9,1.5949796438217163,1.8460462463182044,-3.723815441131592,0.7433272004127502,0.832203019012131,0.040010809898376465
default,crop_farming,0,ET0304,9,0.6797751188278198,0.8571897640052349,-0.9071841239929199,0.5560177564620972,0.6404140869548648,-0.0645362138748169
default,crop_farming,0,ET0305,9,0.5471300482749939,0.6787315091096082,-1.6343836784362793,0.3248427212238312,0.43355073801412713,-0.07488715648651123
default,crop_farming,0,ET0306,9,0.29687944054603577,0.43647502997728366,-23.16854476928711,0.1186293512582779,0.14479995570595403,-1.6599197387695312
default,crop_farming,0,ET0307,9,0.4312855899333954,0.45345979686997334,-70455512.0,1.923243144119624e-05,4.893995972781995e-05,0.1793375015258789
default,crop_farming,0,ET0308,9,1.3916988372802734,1.6693159108217595,-3.159454345703125,0.5675532817840576,0.6918606746469002,0.2855093479156494
default,crop_farming,0,ET0309,9,0.4217318594455719,0.441978539337473,-37870.375,0.0015184349613264203,0.0027319888017946423,-0.446993350982666
default,crop_farming,0,ET0310,9,1.128659963607788,1.3516787440414626,-2.3511621952056885,0.6783285737037659,0.816379674451579,-0.22245490550994873
default,crop_farming,0,ET0311,9,0.5415958762168884,0.5877074910071862,-33.096988677978516,0.15170492231845856,0.19726446359122546,-2.8414156436920166
default,crop_farming,0,ET0312,9,0.43494272232055664,0.447759497221773,-187218.953125,0.0006254249019548297,0.001004022674613518,0.058653414249420166
default,crop_farming,0,ET0401,9,0.46119895577430725,0.48188568155346795,-37.42463302612305,0.021916057914495468,0.0629211704047979,0.34488844871520996
